Date,Open,High,Low,Close,Volume,Brand_Name,Ticker,Industry_Tag,Country,Dividends,Stock Splits,Capital Gains,MA_50,MA_200,RSI,Signal,Crossover,Strong_Buy
2000-02-01 00:00:00-05:00,3.375,3.53125,3.21875,3.371875047683716,268092000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,,,50.832071290155724,0,0.0,0
2000-02-02 00:00:00-05:00,3.3968749046325684,3.612499952316284,3.387500047683716,3.471874952316284,280518000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,,,57.320872940524126,0,0.0,0
2000-02-03 00:00:00-05:00,4.056250095367432,4.296875,3.868750095367432,4.209374904632568,875000000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,,,67.38095056442988,0,0.0,0
2000-02-04 00:00:00-05:00,4.137499809265137,4.137499809265137,3.893749952316284,3.928124904632568,220460000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,,,62.679951895106036,0,0.0,0
2000-02-07 00:00:00-05:00,3.809375047683716,3.84375,3.65625,3.75,202580000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,,,59.08142085454479,0,0.0,0
2000-02-08 00:00:00-05:00,3.700000047683716,4.199999809265137,3.671875,4.15625,389456000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,,,62.48803845916007,0,0.0,0
2000-02-09 00:00:00-05:00,4.027344226837158,4.186718940734863,4.000781059265137,4.012499809265137,191608000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,,,61.720225186853476,0,0.0,0
2000-02-10 00:00:00-05:00,3.924999952316284,3.993750095367432,3.775000095367432,3.809375047683716,199592000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,,,60.462962995667844,0,0.0,0
2000-02-11 00:00:00-05:00,3.856250047683716,3.956249952316284,3.775000095367432,3.809375047683716,166180000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,,,55.099897336105805,0,0.0,0
2000-02-14 00:00:00-05:00,3.784374952316284,3.787499904632568,3.678124904632568,3.721874952316284,103394000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,,,54.300515422879116,0,0.0,0
2000-02-15 00:00:00-05:00,3.671875,3.809375047683716,3.53125,3.690624952316284,128490000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,,,57.96460247943503,0,0.0,0
2000-02-16 00:00:00-05:00,3.637500047683716,3.671875,3.53125,3.534374952316284,85204000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,,,53.2608695652174,0,0.0,0
2000-02-17 00:00:00-05:00,3.5625,3.565624952316284,3.400000095367432,3.450000047683716,122592000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,,,56.778682038379834,0,0.0,0
2000-02-18 00:00:00-05:00,3.421875,3.450000047683716,3.1937499046325684,3.237499952316284,174528000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,,,50.169488953799565,0,0.0,0
2000-02-22 00:00:00-05:00,3.246875047683716,3.325000047683716,3.153125047683716,3.1781249046325684,113716000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,,,46.38694352656066,0,0.0,0
2000-02-23 00:00:00-05:00,3.243750095367432,3.587500095367432,3.234375,3.5218749046325684,168824000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,,,50.85470005352804,0,0.0,0
2000-02-24 00:00:00-05:00,3.528125047683716,3.5687499046325684,3.28125,3.421875,117386000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,,,32.786886612809255,0,0.0,0
2000-02-25 00:00:00-05:00,3.371875047683716,3.46875,3.259375095367432,3.456249952316284,97410000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,,,38.437978918334046,0,0.0,0
2000-02-28 00:00:00-05:00,3.328125,3.359375,3.206249952316284,3.2874999046325684,101154000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,,,38.61538226787861,0,0.0,0
2000-02-29 00:00:00-05:00,3.299999952316284,3.4484379291534424,3.293750047683716,3.4437499046325684,142970000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,,,29.999997323019457,0,0.0,0
2000-03-01 00:00:00-05:00,3.3812499046325684,3.424999952316284,3.25,3.293750047683716,111534000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,,,29.895107809900523,0,0.0,0
2000-03-02 00:00:00-05:00,3.246875047683716,3.25,3.109375,3.128124952316284,159602000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,,,30.535711560930523,0,0.0,0
2000-03-03 00:00:00-05:00,3.1624999046325684,3.237499952316284,3.103125095367432,3.125,121190000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,,,30.481281531601667,0,0.0,0
2000-03-06 00:00:00-05:00,3.143749952316284,3.362499952316284,3.140625,3.196875095367432,153316000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,,,34.89209003289561,0,0.0,0
2000-03-07 00:00:00-05:00,3.243750095367432,3.290625095367432,3.106250047683716,3.174999952316284,83576000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,,,35.081375145172345,0,0.0,0
2000-03-08 00:00:00-05:00,3.1624999046325684,3.237499952316284,3.028125047683716,3.181250095367432,118814000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,,,38.81188741070024,0,0.0,0
2000-03-09 00:00:00-05:00,3.150000095367432,3.450000047683716,3.109375,3.440624952316284,166250000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,,,49.73261763001929,0,0.0,0
2000-03-10 00:00:00-05:00,3.362499952316284,3.426563024520874,3.25,3.34375,74270000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,,,53.244276170678866,0,0.0,0
2000-03-13 00:00:00-05:00,3.200000047683716,3.331249952316284,3.150000095367432,3.265625,112686000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,,,52.64151231297907,0,0.0,0
2000-03-14 00:00:00-05:00,3.3031249046325684,3.346874952316284,3.168750047683716,3.28125,96106000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.458874988555908,,40.94118006089155,0,0.0,0
2000-03-15 00:00:00-05:00,3.237499952316284,3.2562499046325684,3.0999999046325684,3.1875,121654000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.4332499885559082,,41.13475241263804,0,0.0,0
2000-03-16 00:00:00-05:00,3.112499952316284,3.3187499046325684,3.0,3.3125,194062000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.417562484741211,,44.91150662803583,0,0.0,0
2000-03-17 00:00:00-05:00,3.3031249046325684,3.3187499046325684,3.2249999046325684,3.2406249046325684,105970000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.4126249837875364,,48.21852757418634,0,0.0,0
2000-03-20 00:00:00-05:00,3.174999952316284,3.2249999046325684,3.118750095367432,3.2093749046325684,116270000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.4112499809265135,,40.157481891705075,0,0.0,0
2000-03-21 00:00:00-05:00,3.2562499046325684,3.650000095367432,3.112499952316284,3.618750095367432,341658000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.4140624809265137,,61.20689414202475,0,0.0,0
2000-03-22 00:00:00-05:00,3.543750047683716,3.700000047683716,3.462500095367432,3.534374952316284,231328000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.415562481880188,,64.84017644448066,0,0.0,0
2000-03-23 00:00:00-05:00,3.4749999046325684,3.546875,3.375,3.384375095367432,108842000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.4164999818801878,,58.55670148501006,0,0.0,0
2000-03-24 00:00:00-05:00,3.731250047683716,3.762500047683716,3.565624952316284,3.634375095367432,194920000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.4256249856948853,,62.91512624252121,0,0.0,0
2000-03-27 00:00:00-05:00,3.612499952316284,3.756249904632568,3.587500095367432,3.65625,94972000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.4328124856948854,,64.20664227419,0,0.0,0
2000-03-28 00:00:00-05:00,3.618750095367432,3.637500047683716,3.473438024520874,3.5062499046325684,103952000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.438687481880188,,58.84353176591669,0,0.0,0
2000-03-29 00:00:00-05:00,3.4749999046325684,3.493750095367432,3.25,3.3125,117730000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.4408124828338624,,46.384481355281764,0,0.0,0
2000-03-30 00:00:00-05:00,3.2249999046325684,3.368750095367432,3.200000047683716,3.325000047683716,100680000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.4404999828338623,,49.44444593578678,0,0.0,0
2000-03-31 00:00:00-05:00,3.337500095367432,3.356250047683716,3.150000095367432,3.3499999046325684,102310000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.442749981880188,,52.581258882117254,0,0.0,0
2000-04-03 00:00:00-04:00,3.2718749046325684,3.284374952316284,3.0999999046325684,3.1781249046325684,97308000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.444249978065491,,47.12041633856722,0,0.0,0
2000-04-04 00:00:00-04:00,3.143749952316284,3.2718749046325684,2.7874999046325684,3.196875095367432,286360000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.438062481880188,,50.27322677753052,0,0.0,0
2000-04-05 00:00:00-04:00,3.087500095367432,3.246875047683716,3.025000095367432,3.109375,98000000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.4309999799728392,,43.94785984876469,0,0.0,0
2000-04-06 00:00:00-04:00,3.171875,3.275000095367432,3.09375,3.212500095367432,120654000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.4304374837875367,,49.17733665846543,0,0.0,0
2000-04-07 00:00:00-04:00,3.2562499046325684,3.431250095367432,3.206249952316284,3.378124952316284,121046000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.4310624837875365,,54.576271887792565,0,0.0,0
2000-04-10 00:00:00-04:00,3.362499952316284,3.421875,3.1624999046325684,3.168750047683716,90472000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.4327499866485596,,36.311785224705254,0,0.0,0
2000-04-11 00:00:00-04:00,3.125,3.299999952316284,3.0625,3.168750047683716,94132000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.431562485694885,,38.27655473013345,0,0.0,0
2000-04-12 00:00:00-04:00,3.200000047683716,3.21875,2.8125,2.8187499046325684,173910000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.4204999828338623,,33.92539509555985,0,0.0,0
2000-04-13 00:00:00-04:00,2.893749952316284,2.9375,2.3968749046325684,2.400000095367432,213580000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.3990624856948854,,17.99027394350192,0,0.0,0
2000-04-14 00:00:00-04:00,2.393749952316284,2.618750095367432,2.040625095367432,2.34375,401490000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.361749987602234,,16.560511179127744,0,0.0,0
2000-04-17 00:00:00-04:00,2.262500047683716,2.5999999046325684,2.231250047683716,2.353125095367432,243618000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.330249991416931,,18.353351659583012,0,0.0,0
2000-04-18 00:00:00-04:00,2.3812499046325684,2.8125,2.356250047683716,2.746875047683716,214700000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.3101874923706056,,36.01236692927742,0,0.0,0
2000-04-19 00:00:00-04:00,2.765625,2.765625,2.5843749046325684,2.671875,107476000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.2804999923706055,,34.332833514612474,0,0.0,0
2000-04-20 00:00:00-04:00,2.668750047683716,2.684375047683716,2.493750095367432,2.618750095367432,98506000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.252624998092651,,32.6923137694307,0,0.0,0
2000-04-24 00:00:00-04:00,2.46875,2.578125,2.243750095367432,2.4906249046325684,133866000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.2262499952316284,,33.38368886458957,0,0.0,0
2000-04-25 00:00:00-04:00,2.590625047683716,2.706249952316284,2.512500047683716,2.621875047683716,143008000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.202499995231628,,36.81948516460088,0,0.0,0
2000-04-26 00:00:00-04:00,2.665625095367432,2.871875047683716,2.6226561069488525,2.674999952316284,240128000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.1815624952316286,,39.883551237488824,0,0.0,0
2000-04-27 00:00:00-04:00,2.465625047683716,2.762500047683716,2.424999952316284,2.643749952316284,225320000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.1606249952316285,,36.2951775908142,0,0.0,0
2000-04-28 00:00:00-04:00,2.700000047683716,2.78125,2.65625,2.759375095367432,136676000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.1451249980926512,,34.722228272624136,0,0.0,0
2000-05-01 00:00:00-04:00,2.799999952316284,3.015625,2.762500047683716,2.996875047683716,171570000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.1360624980926515,,45.81430823584278,0,0.0,0
2000-05-02 00:00:00-04:00,2.9593749046325684,3.0,2.793750047683716,2.806250095367432,148558000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.127437500953674,,41.92200783532328,0,0.0,0
2000-05-03 00:00:00-04:00,2.762500047683716,2.828125,2.650000095367432,2.706249952316284,108496000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.118000001907349,,47.17868505374358,0,0.0,0
2000-05-04 00:00:00-04:00,2.712500095367432,2.825000047683716,2.65625,2.753124952316284,94504000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.102625002861023,,60.88631191512586,0,0.0,0
2000-05-05 00:00:00-04:00,2.731250047683716,2.931250095367432,2.706249952316284,2.924999952316284,81242000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.0926875019073488,,66.72661320145644,0,0.0,0
2000-05-08 00:00:00-04:00,2.840625047683716,2.962500095367432,2.7718749046325684,2.800781011581421,79000000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.0795781230926513,,62.08349663643869,0,0.0,0
2000-05-09 00:00:00-04:00,2.825000047683716,2.887500047683716,2.650000095367432,2.8125,91036000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.070078125,,52.23166558590393,0,0.0,0
2000-05-10 00:00:00-04:00,2.726562976837158,2.768749952316284,2.450000047683716,2.665625095367432,174230000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.054515628814697,,49.79736893447939,0,0.0,0
2000-05-11 00:00:00-04:00,2.696875095367432,2.7874999046325684,2.546875,2.743750095367432,111616000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.0435156297683714,,53.98803395086521,0,0.0,0
2000-05-12 00:00:00-04:00,2.734375,2.825000047683716,2.65625,2.6875,79392000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.034703130722046,,56.583072350225564,0,0.0,0
2000-05-15 00:00:00-04:00,2.681250095367432,2.825000047683716,2.543750047683716,2.8031249046325684,82508000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.0282656288146974,,56.124597402526256,0,0.0,0
2000-05-16 00:00:00-04:00,2.856250047683716,2.993750095367432,2.799999952316284,2.953125,128644000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.0233906269073487,,58.82061251386561,0,0.0,0
2000-05-17 00:00:00-04:00,2.859375,3.118750095367432,2.8499999046325684,3.049999952316284,139972000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.0208906269073488,,62.369167907017534,0,0.0,0
2000-05-18 00:00:00-04:00,3.018749952316284,3.043750047683716,2.7562499046325684,2.768749952316284,94540000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,3.0126406240463255,,50.25928725250466,0,0.0,0
2000-05-19 00:00:00-04:00,2.731250047683716,2.7874999046325684,2.612499952316284,2.6312499046325684,92218000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,2.9964531230926514,,39.29551602542312,0,0.0,0
2000-05-22 00:00:00-04:00,2.650000095367432,2.65625,2.34375,2.59375,165456000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,2.9814531230926513,,43.165828174739595,0,0.0,0
2000-05-23 00:00:00-04:00,2.525000095367432,2.59375,2.325000047683716,2.3343749046325684,116744000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,2.9628281211853027,,39.15223468874095,0,0.0,0
2000-05-24 00:00:00-04:00,2.321875095367432,2.487499952316284,2.0218749046325684,2.4281249046325684,233332000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,2.945765619277954,,40.771961853307424,0,0.0,0
2000-05-25 00:00:00-04:00,2.4749999046325684,2.5,2.275000095367432,2.275000095367432,98390000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,2.927515621185303,,31.345298138222716,0,0.0,0
2000-05-26 00:00:00-04:00,2.3125,2.387500047683716,2.200000047683716,2.325000047683716,72420000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,2.907765622138977,,35.73771349440135,0,0.0,0
2000-05-30 00:00:00-04:00,2.3656249046325684,2.59375,2.3656249046325684,2.587500095367432,112264000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,2.8947031259536744,,44.13680971989931,0,0.0,0
2000-05-31 00:00:00-04:00,2.5374999046325684,2.612499952316284,2.40625,2.415625095367432,137640000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,2.8788281297683715,,43.56913151727568,0,0.0,0
2000-06-01 00:00:00-04:00,2.4437499046325684,2.556250095367432,2.3187499046325684,2.509375095367432,152444000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,2.8566406297683717,,44.01913846487814,0,0.0,0
2000-06-02 00:00:00-04:00,2.618750095367432,2.90625,2.612499952316284,2.893749952316284,166450000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,2.8438281297683714,,54.508196336868664,0,0.0,0
2000-06-05 00:00:00-04:00,2.75156307220459,2.8125,2.625,2.7249999046325684,136264000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,2.8306406259536745,,48.331108008196146,0,0.0,0
2000-06-06 00:00:00-04:00,2.700000047683716,2.728125095367432,2.512500047683716,2.528125047683716,97062000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,2.808515625,,41.09947583853202,0,0.0,0
2000-06-07 00:00:00-04:00,2.59375,2.609375,2.5062499046325684,2.590625047683716,76824000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,2.7872031259536745,,40.239044268733046,0,0.0,0
2000-06-08 00:00:00-04:00,2.628124952316284,2.671875,2.581249952316284,2.59375,60806000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,2.768953127861023,,45.78313280698926,0,0.0,0
2000-06-09 00:00:00-04:00,2.596874952316284,2.6624999046325684,2.59375,2.609375,38446000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,2.754890627861023,,49.440002304688065,0,0.0,0
2000-06-12 00:00:00-04:00,2.609375,2.609375,2.3499999046325684,2.421875,79720000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,2.7368281269073487,,45.91381798097843,0,0.0,0
2000-06-13 00:00:00-04:00,2.409374952316284,2.4749999046325684,2.3125,2.450000047683716,95770000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,2.7188281297683714,,53.08848533047959,0,0.0,0
2000-06-14 00:00:00-04:00,2.465625047683716,2.493750095367432,2.299999952316284,2.321875095367432,100410000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,2.701703133583069,,47.21311905985825,0,0.0,0
2000-06-15 00:00:00-04:00,2.3499999046325684,2.3968749046325684,2.265625,2.315624952316284,71094000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,2.684078130722046,,51.15452533575774,0,0.0,0
2000-06-16 00:00:00-04:00,2.362499952316284,2.371875047683716,2.268749952316284,2.299999952316284,61418000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,2.6678906297683715,,49.27535951450511,0,0.0,0
2000-06-19 00:00:00-04:00,2.275000095367432,2.293750047683716,2.174999952316284,2.265625,103030000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,2.6489531278610228,,39.248429682457854,0,0.0,0
2000-06-20 00:00:00-04:00,2.293750047683716,2.431250095367432,2.2562499046325684,2.306250095367432,123982000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,2.627515630722046,,45.99542306130437,0,0.0,0
2000-06-21 00:00:00-04:00,2.2718749046325684,2.346874952316284,2.253124952316284,2.3031249046325684,71466000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,2.610203127861023,,41.911757831068,0,0.0,0
2000-06-22 00:00:00-04:00,2.309375047683716,2.321875095367432,2.081249952316284,2.0999999046325684,210322000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,2.588828125,,13.714291444115489,0,0.0,0
2000-06-23 00:00:00-04:00,1.831249952316284,1.850000023841858,1.623438000679016,1.693750023841858,1036764000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,2.566328127384186,,11.267612192165842,0,0.0,0
2000-06-26 00:00:00-04:00,1.765625,1.7664060592651367,1.640625,1.696874976158142,421528000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,2.5522656250000004,,13.461540678448031,0,0.0,0
2000-06-27 00:00:00-04:00,1.6875,1.924999952316284,1.6749999523162842,1.825000047683716,352764000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,2.5418906259536747,,18.181824487101707,0,0.0,0
2000-06-28 00:00:00-04:00,1.84375,1.996875047683716,1.806249976158142,1.893749952316284,297486000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,2.5327031230926518,,22.413795371401136,0,0.0,0
2000-06-29 00:00:00-04:00,1.856250047683716,1.924999952316284,1.806249976158142,1.856250047683716,179730000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,2.5148906230926515,,20.823248555310528,0,0.0,0
2000-06-30 00:00:00-04:00,1.850000023841858,1.862499952316284,1.774999976158142,1.815624952316284,129038000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,2.4977656221389775,,23.497270094696205,0,0.0,0
2000-07-03 00:00:00-04:00,1.834375023841858,1.875,1.825000047683716,1.850000023841858,35248000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,2.482390620708466,,23.91304730918253,0,0.0,0
2000-07-05 00:00:00-04:00,1.850000023841858,1.924999952316284,1.818750023841858,1.825000047683716,84272000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,2.469078123569489,,26.268659843636172,0,0.0,0
2000-07-06 00:00:00-04:00,1.84375,1.868749976158142,1.7374999523162842,1.803125023841858,135342000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,2.4527031230926517,,25.882359013012277,0,0.0,0
2000-07-07 00:00:00-04:00,1.806249976158142,1.850000023841858,1.7625000476837158,1.806249976158142,77412000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,2.435328123569489,,26.488097975043047,0,0.0,0
2000-07-10 00:00:00-04:00,1.818750023841858,1.818750023841858,1.75,1.7531249523162842,84812000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,2.417515623569489,,26.023392791293944,0,0.0,0
2000-07-11 00:00:00-04:00,1.759374976158142,1.7625000476837158,1.631250023841858,1.65625,197930000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,2.39545312166214,,21.111106872558594,0,0.0,0
2000-07-12 00:00:00-04:00,1.771875023841858,1.806249976158142,1.712499976158142,1.7531249523162842,225318000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,2.3705781197547915,,27.435894978038107,0,0.0,0
2000-07-13 00:00:00-04:00,1.78125,1.7999999523162842,1.743749976158142,1.75,171950000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,2.3494531178474425,,32.822085745993505,0,0.0,0
2000-07-14 00:00:00-04:00,1.818750023841858,2.160156011581421,1.815624952316284,2.1312499046325684,448722000.0,amazon,AMZN,e-commerce,usa,0.0,0.0,,2.337953116893768,,72.01257842773731,0,0.0,0
